gene_name,go_domain,go_annotation
YDL197C,Molecular function,molecular_function
YGL112C,Molecular function,transcription
YGL112C,Molecular function,RNA polymerase
YBL050W,Molecular function,ATP
YPL018W,Molecular function,molecular_function
YJR041C,Molecular function,molecular_function
YDL248W,Molecular function,receptor
YKR028W,Molecular function,molecular_function
YKL037W,Molecular function,molecular_function
YDL175C,Molecular function,ATP
YKL168C,Molecular function,kinase
YFL026W,Molecular function,receptor
YGL029W,Molecular function,molecular_function
YPL098C,Molecular function,molecular_function
YGR262C,Molecular function,kinase
YGR262C,Molecular function,ATP
YDR202C,Molecular function,molecular_function
YDR253C,Molecular function,transcription
YDR253C,Molecular function,RNA polymerase
YJL223C,Molecular function,molecular_function
YLR276C,Molecular function,ATP
YOL095C,Molecular function,ATP
YBR221C,Molecular function,dehydrogenase
YAL005C,Molecular function,tRNA
YAL005C,Molecular function,ATP
YDR097C,Molecular function,ATP
YBR103W,Molecular function,molecular_function
YNR004W,Molecular function,molecular_function
YPL032C,Molecular function,molecular_function
YKL197C,Molecular function,ATP
YDR377W,Molecular function,ATP
YFR020W,Molecular function,molecular_function
YOR327C,Molecular function,receptor
YBR207W,Molecular function,transmembrane
YBR207W,Molecular function,transporter
YNL269W,Molecular function,molecular_function
YDR532C,Molecular function,molecular_function
YJL089W,Molecular function,RNA polymerase
YJL089W,Molecular function,transcription
YMR301C,Molecular function,ATP
YMR301C,Molecular function,transmembrane
YLR130C,Molecular function,transmembrane
YLR130C,Molecular function,transporter
YER022W,Molecular function,RNA polymerase
YER022W,Molecular function,transcription
YMR205C,Molecular function,kinase
YJL185C,Molecular function,molecular_function
YKR087C,Molecular function,peptidase
YGR281W,Molecular function,ATP
YGR236C,Molecular function,molecular_function
YHL013C,Molecular function,molecular_function
YMR185W,Molecular function,molecular_function
YBR097W,Molecular function,kinase
YMR227C,Molecular function,transcription
YMR227C,Molecular function,RNA polymerase
YDR522C,Molecular function,molecular_function
YPL221W,Molecular function,transmembrane
YPL221W,Molecular function,transporter
YPL274W,Molecular function,transmembrane
YPL274W,Molecular function,transporter
YEL051W,Molecular function,ATP
YOL004W,Molecular function,transcription
YGL050W,Molecular function,tRNA
YMR150C,Molecular function,peptidase
YFL007W,Molecular function,peptidase
YCR012W,Molecular function,kinase
YJL053W,Molecular function,transporter
YPR104C,Molecular function,transcription
YPR104C,Molecular function,RNA polymerase
YPR151C,Molecular function,molecular_function
YNL332W,Molecular function,molecular_function
YML028W,Molecular function,kinase
YHL006C,Molecular function,molecular_function
YJR062C,Molecular function,hydrolase
YNL167C,Molecular function,RNA polymerase
YNL167C,Molecular function,transcription
YNL167C,Molecular function,kinase
YAL060W,Molecular function,dehydrogenase
YBR148W,Molecular function,molecular_function
YPL113C,Molecular function,ADP
YKL041W,Molecular function,molecular_function
YDR089W,Molecular function,molecular_function
YLR237W,Molecular function,transmembrane
YLR237W,Molecular function,transporter
YIR024C,Molecular function,molecular_function
YJR008W,Molecular function,molecular_function
YDL203C,Molecular function,molecular_function
YLR087C,Molecular function,molecular_function
YLR215C,Molecular function,ATP
YIL031W,Molecular function,peptidase
YLR335W,Molecular function,transporter
YJR088C,Molecular function,molecular_function
YGR104C,Molecular function,RNA polymerase
YGR104C,Molecular function,transcription
YPR083W,Molecular function,molecular_function
YDR282C,Molecular function,molecular_function
YJL095W,Molecular function,kinase
YOR046C,Molecular function,ATP
YPR187W,Molecular function,RNA polymerase
YEL018W,Molecular function,molecular_function
YDR432W,Molecular function,RNA polymerase
YGR195W,Molecular function,molecular_function
YGL104C,Molecular function,transmembrane
YGL104C,Molecular function,transporter
YHR036W,Molecular function,molecular_function
YIL017C,Molecular function,molecular_function
YDR132C,Molecular function,molecular_function
YML116W,Molecular function,transmembrane
YML116W,Molecular function,transporter
YNR056C,Molecular function,transmembrane
YNR056C,Molecular function,transporter
YDR185C,Molecular function,molecular_function
YML034W,Molecular function,molecular_function
YLR144C,Molecular function,ATP
YEL072W,Molecular function,molecular_function
YPR058W,Molecular function,transmembrane
YPR058W,Molecular function,transporter
YDL020C,Molecular function,RNA polymerase
YDL020C,Molecular function,transcription
YHR101C,Molecular function,molecular_function
YER132C,Molecular function,molecular_function
YPL183C,Molecular function,molecular_function
YJL105W,Molecular function,molecular_function
YDL100C,Molecular function,ATP
YMR284W,Molecular function,damage
YMR035W,Molecular function,peptidase
YKR011C,Molecular function,molecular_function
YNL215W,Molecular function,molecular_function
YDR107C,Molecular function,molecular_function
YPR005C,Molecular function,molecular_function
YNL044W,Molecular function,molecular_function
YDR200C,Molecular function,molecular_function
YGR260W,Molecular function,transmembrane
YGR260W,Molecular function,transporter
YLR274W,Molecular function,ATP
YJR156C,Molecular function,molecular_function
YNL142W,Molecular function,transmembrane
YNL142W,Molecular function,transporter
YHR019C,Molecular function,tRNA
YGR138C,Molecular function,transmembrane
YGR138C,Molecular function,transporter
YIL078W,Molecular function,tRNA
YFL024C,Molecular function,histone
YJL127C,Molecular function,histone
YFL053W,Molecular function,kinase
YDR375C,Molecular function,transmembrane
YDR375C,Molecular function,transporter
YDR375C,Molecular function,ATP
YNR002C,Molecular function,transmembrane
YNR002C,Molecular function,transporter
YPL030W,Molecular function,tRNA
YLR316C,Molecular function,tRNA
YGL225W,Molecular function,transmembrane
YGL225W,Molecular function,transporter
YOR352W,Molecular function,molecular_function
YDR534C,Molecular function,molecular_function
YOR069W,Molecular function,transporter
YGR038W,Molecular function,molecular_function
YER140W,Molecular function,molecular_function
YBR104W,Molecular function,transmembrane
YBR104W,Molecular function,transporter
YBR227C,Molecular function,ATP
YLR378C,Molecular function,transporter
YLR378C,Molecular function,transmembrane
YHR157W,Molecular function,molecular_function
YPL130W,Molecular function,molecular_function
YOL100W,Molecular function,kinase
YFR048W,Molecular function,molecular_function
YOL021C,Molecular function,tRNA
YML011C,Molecular function,molecular_function
YDR398W,Molecular function,molecular_function
YJL187C,Molecular function,kinase
YBR289W,Molecular function,transcription
YBR289W,Molecular function,RNA polymerase
YKR093W,Molecular function,transporter
YDR032C,Molecular function,molecular_function
YPR106W,Molecular function,kinase
YOR131C,Molecular function,molecular_function
YOR164C,Molecular function,molecular_function
YPL082C,Molecular function,ATP
YDR451C,Molecular function,RNA polymerase
YDR451C,Molecular function,transcription
YMR174C,Molecular function,peptidase
YLL007C,Molecular function,molecular_function
YCR032W,Molecular function,molecular_function
YDR105C,Molecular function,molecular_function
YLR098C,Molecular function,transcription
YAL062W,Molecular function,ADP
YAL062W,Molecular function,dehydrogenase
YIL131C,Molecular function,RNA polymerase
YIL131C,Molecular function,transcription
YJL164C,Molecular function,kinase
YNL065W,Molecular function,transmembrane
YNL065W,Molecular function,transporter
YJL004C,Molecular function,molecular_function
YCL012C,Molecular function,molecular_function
YJL051W,Molecular function,molecular_function
YML080W,Molecular function,tRNA
YMR016C,Molecular function,transcription
YIL037C,Molecular function,molecular_function
YDR475C,Molecular function,molecular_function
YJR100C,Molecular function,molecular_function
YLR340W,Molecular function,rRNA binding
YKL043W,Molecular function,transcription
YGR171C,Molecular function,tRNA
YPR085C,Molecular function,molecular_function
YGL200C,Molecular function,molecular_function
YOR019W,Molecular function,molecular_function
YOR044W,Molecular function,molecular_function
YDR280W,Molecular function,molecular_function
YHR138C,Molecular function,peptidase
YPR189W,Molecular function,molecular_function
YOR259C,Molecular function,ATP
YGR197C,Molecular function,molecular_function
YLL024C,Molecular function,tRNA
YLL024C,Molecular function,ATP
YHL007C,Molecular function,kinase
YHL007C,Molecular function,histone
YOR375C,Molecular function,ADP
YOR375C,Molecular function,dehydrogenase
YHR205W,Molecular function,kinase
YMR240C,Molecular function,molecular_function
YBR078W,Molecular function,molecular_function
YPL240C,Molecular function,ATP
YDL022W,Molecular function,NAD+
YDL022W,Molecular function,dehydrogenase
YPR021C,Molecular function,transmembrane
YPR021C,Molecular function,transporter
YGR244C,Molecular function,ADP
YEL070W,Molecular function,dehydrogenase
YBR052C,Molecular function,molecular_function
YNL088W,Molecular function,ATP
YBR083W,Molecular function,RNA polymerase
YBR083W,Molecular function,transcription
YKL033W,Molecular function,molecular_function
YPL181W,Molecular function,transcription
YPL181W,Molecular function,histone
YDL106C,Molecular function,RNA polymerase
YDL106C,Molecular function,transcription
YPL014W,Molecular function,kinase
YDL179W,Molecular function,kinase
YER056C,Molecular function,transmembrane
YER056C,Molecular function,transporter
YLR084C,Molecular function,molecular_function
YMR080C,Molecular function,ATP
YMR037C,Molecular function,transcription
YMR037C,Molecular function,RNA polymerase
YGL025C,Molecular function,RNA polymerase
YGL025C,Molecular function,transcription
YDL124W,Molecular function,ADP
YGR266W,Molecular function,molecular_function
YJR106W,Molecular function,molecular_function
YOR005C,Molecular function,ATP
YGL092W,Molecular function,transporter
YCL039W,Molecular function,molecular_function
YJL125C,Molecular function,tRNA
YBR107C,Molecular function,molecular_function
YOR189W,Molecular function,molecular_function
YKL142W,Molecular function,molecular_function
YPL049C,Molecular function,transcription
YPL036W,Molecular function,ATP
YIR003W,Molecular function,molecular_function
YGL227W,Molecular function,molecular_function
YOR350C,Molecular function,molecular_function
YER142C,Molecular function,damage
YAL001C,Molecular function,RNA polymerase
YAL001C,Molecular function,transcription
YOL102C,Molecular function,tRNA
YEL065W,Molecular function,transmembrane
YEL065W,Molecular function,transporter
YPR193C,Molecular function,histone
YNL207W,Molecular function,kinase
YOR210W,Molecular function,RNA polymerase
YER128W,Molecular function,ATP
YEL020C,Molecular function,molecular_function
YJL028W,Molecular function,molecular_function
YMR154C,Molecular function,peptidase
YGL186C,Molecular function,transporter
YGL091C,Molecular function,ATP
YPR068C,Molecular function,histone
YMR176W,Molecular function,molecular_function
YER048C,Molecular function,molecular_function
YLL005C,Molecular function,molecular_function
YOR148C,Molecular function,ATP
YDL147W,Molecular function,molecular_function
YMR063W,Molecular function,molecular_function
YMR014W,Molecular function,molecular_function
YBR119W,Molecular function,snRNA binding
YFL016C,Molecular function,ATP
YJL162C,Molecular function,molecular_function
YDR085C,Molecular function,receptor
YDR070C,Molecular function,molecular_function
YER095W,Molecular function,ATP
YKR030W,Molecular function,molecular_function
YHR182W,Molecular function,molecular_function
YDR477W,Molecular function,kinase
YIL042C,Molecular function,kinase
YIL042C,Molecular function,dehydrogenase
YIL035C,Molecular function,kinase
YLR346C,Molecular function,molecular_function
YNR061C,Molecular function,molecular_function
YIR019C,Molecular function,molecular_function
YKL185W,Molecular function,transcription
YKL185W,Molecular function,RNA polymerase
YLL026W,Molecular function,ATP
YLL026W,Molecular function,ADP
YGL108C,Molecular function,molecular_function
YER087W,Molecular function,tRNA
YKL116C,Molecular function,receptor
YKL116C,Molecular function,kinase
YGR119C,Molecular function,transporter
YDR181C,Molecular function,histone
